,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target,content
104,A14,A21,A32,A41,A55,A65,A72,A82,A94,A101,A114,A123,A131,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A41 A55 A65 A72 A82 A94 A101 A114 A123 A131 A143 A151 A161 A173 A181 A192 A201
105,A12,A24,A34,A410,A59,A61,A73,A82,A93,A102,A113,A123,A136,A143,A152,A162,A174,A182,A192,A201,__label__2,__label__2 A12 A24 A34 A410 A59 A61 A73 A82 A93 A102 A113 A123 A136 A143 A152 A162 A174 A182 A192 A201
106,A14,A23,A31,A40,A58,A61,A75,A82,A93,A101,A114,A124,A136,A141,A152,A162,A174,A182,A192,A201,__label__2,__label__2 A14 A23 A31 A40 A58 A61 A75 A82 A93 A101 A114 A124 A136 A141 A152 A162 A174 A182 A192 A201
107,A12,A21,A32,A40,A58,A61,A74,A82,A93,A101,A112,A123,A134,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A40 A58 A61 A74 A82 A93 A101 A112 A123 A134 A143 A152 A161 A173 A181 A191 A201
108,A11,A24,A32,A42,A59,A65,A72,A81,A92,A101,A112,A122,A133,A143,A152,A161,A173,A181,A192,A202,__label__1,__label__1 A11 A24 A32 A42 A59 A65 A72 A81 A92 A101 A112 A122 A133 A143 A152 A161 A173 A181 A192 A202
109,A12,A22,A32,A49,A52,A63,A75,A81,A94,A101,A112,A121,A135,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A22 A32 A49 A52 A63 A75 A81 A94 A101 A112 A121 A135 A143 A152 A161 A173 A181 A192 A201
110,A12,A20,A33,A49,A52,A62,A75,A81,A91,A101,A112,A123,A134,A141,A152,A162,A173,A182,A191,A201,__label__1,__label__1 A12 A20 A33 A49 A52 A62 A75 A81 A91 A101 A112 A123 A134 A141 A152 A162 A173 A182 A191 A201
111,A13,A22,A32,A46,A50,A61,A72,A84,A92,A101,A114,A122,A130,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A13 A22 A32 A46 A50 A61 A72 A84 A92 A101 A114 A122 A130 A143 A151 A161 A173 A181 A192 A201
112,A12,A23,A32,A40,A58,A61,A74,A83,A93,A101,A113,A121,A132,A143,A151,A161,A172,A181,A191,A201,__label__1,__label__1 A12 A23 A32 A40 A58 A61 A74 A83 A93 A101 A113 A121 A132 A143 A151 A161 A172 A181 A191 A201
113,A14,A26,A34,A40,A59,A61,A73,A84,A92,A101,A112,A121,A131,A142,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A14 A26 A34 A40 A59 A61 A73 A84 A92 A101 A112 A121 A131 A142 A152 A162 A173 A181 A192 A201
114,A11,A21,A32,A43,A53,A63,A75,A83,A94,A101,A111,A121,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A43 A53 A63 A75 A83 A94 A101 A111 A121 A135 A143 A152 A161 A173 A181 A191 A201
115,A14,A27,A34,A43,A56,A65,A75,A84,A93,A101,A111,A121,A138,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A27 A34 A43 A56 A65 A75 A84 A93 A101 A111 A121 A138 A143 A152 A161 A173 A181 A192 A201
116,A11,A27,A32,A43,A58,A65,A74,A84,A92,A101,A113,A123,A133,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A11 A27 A32 A43 A58 A65 A74 A84 A92 A101 A113 A123 A133 A143 A152 A161 A174 A181 A192 A201
117,A11,A21,A34,A42,A54,A65,A72,A82,A92,A102,A113,A121,A132,A143,A151,A162,A173,A181,A191,A202,__label__1,__label__1 A11 A21 A34 A42 A54 A65 A72 A82 A92 A102 A113 A121 A132 A143 A151 A162 A173 A181 A191 A202
118,A11,A26,A34,A42,A57,A63,A73,A81,A92,A101,A114,A123,A130,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A26 A34 A42 A57 A63 A73 A81 A92 A101 A114 A123 A130 A143 A152 A162 A173 A181 A191 A201
119,A12,A21,A34,A40,A55,A63,A74,A83,A91,A101,A113,A123,A135,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A21 A34 A40 A55 A63 A74 A83 A91 A101 A113 A123 A135 A143 A152 A161 A174 A181 A192 A201
120,A11,A24,A32,A43,A53,A61,A73,A83,A92,A101,A112,A121,A131,A143,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A11 A24 A32 A43 A53 A61 A73 A83 A92 A101 A112 A121 A131 A143 A152 A162 A173 A181 A192 A201
121,A14,A24,A34,A41,A57,A61,A75,A84,A92,A101,A112,A123,A137,A143,A151,A162,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A41 A57 A61 A75 A84 A92 A101 A112 A123 A137 A143 A151 A162 A174 A181 A192 A201
122,A14,A21,A32,A42,A53,A61,A73,A83,A93,A101,A112,A121,A131,A143,A151,A161,A172,A181,A191,A201,__label__1,__label__1 A14 A21 A32 A42 A53 A61 A73 A83 A93 A101 A112 A121 A131 A143 A151 A161 A172 A181 A191 A201
123,A13,A21,A34,A40,A50,A61,A75,A84,A93,A101,A114,A124,A139,A143,A153,A162,A173,A181,A192,A201,__label__1,__label__1 A13 A21 A34 A40 A50 A61 A75 A84 A93 A101 A114 A124 A139 A143 A153 A162 A173 A181 A192 A201
124,A12,A23,A32,A42,A54,A65,A72,A84,A92,A101,A113,A121,A132,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A23 A32 A42 A54 A65 A72 A84 A92 A101 A113 A121 A132 A143 A151 A161 A173 A181 A191 A201
125,A11,A21,A34,A40,A54,A61,A73,A84,A93,A101,A112,A122,A133,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A21 A34 A40 A54 A61 A73 A84 A93 A101 A112 A122 A133 A143 A152 A162 A173 A181 A191 A201
126,A11,A21,A32,A43,A50,A61,A73,A84,A94,A101,A112,A121,A137,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A43 A50 A61 A73 A84 A94 A101 A112 A121 A137 A143 A152 A161 A172 A181 A191 A201
127,A12,A21,A32,A45,A50,A61,A73,A84,A93,A101,A112,A123,A133,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A45 A50 A61 A73 A84 A93 A101 A112 A123 A133 A143 A152 A161 A173 A181 A191 A201
128,A12,A21,A34,A41,A53,A61,A71,A84,A93,A101,A112,A123,A135,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A12 A21 A34 A41 A53 A61 A71 A84 A93 A101 A112 A123 A135 A143 A152 A162 A174 A181 A192 A201
129,A11,A21,A34,A40,A56,A61,A73,A83,A92,A102,A112,A121,A133,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A34 A40 A56 A61 A73 A83 A92 A102 A112 A121 A133 A143 A152 A162 A173 A181 A191 A201
130,A12,A27,A32,A40,A59,A65,A74,A81,A92,A101,A112,A123,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A27 A32 A40 A59 A65 A74 A81 A92 A101 A112 A123 A131 A143 A152 A161 A173 A181 A191 A201
131,A11,A26,A33,A46,A58,A61,A73,A84,A93,A101,A113,A122,A133,A142,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A26 A33 A46 A58 A61 A73 A84 A93 A101 A113 A122 A133 A142 A152 A161 A173 A181 A192 A201
132,A14,A22,A32,A42,A55,A61,A72,A82,A93,A101,A113,A122,A132,A141,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A22 A32 A42 A55 A61 A72 A82 A93 A101 A113 A122 A132 A141 A152 A162 A172 A181 A191 A201
133,A14,A23,A32,A42,A54,A61,A73,A84,A93,A101,A114,A124,A138,A141,A153,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A32 A42 A54 A61 A73 A84 A93 A101 A114 A124 A138 A141 A153 A162 A173 A181 A191 A201
134,A14,A27,A32,A43,A59,A62,A74,A82,A92,A101,A114,A121,A130,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A27 A32 A43 A59 A62 A74 A82 A92 A101 A114 A121 A130 A143 A152 A161 A173 A181 A192 A201
135,A14,A21,A34,A43,A51,A65,A75,A84,A92,A101,A112,A121,A136,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A34 A43 A51 A65 A75 A84 A92 A101 A112 A121 A136 A143 A152 A162 A173 A181 A192 A201
136,A14,A25,A33,A41,A59,A64,A73,A82,A93,A101,A112,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A25 A33 A41 A59 A64 A73 A82 A93 A101 A112 A123 A132 A143 A152 A162 A173 A181 A191 A201
137,A12,A21,A32,A43,A50,A63,A73,A84,A93,A101,A113,A121,A139,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A43 A50 A63 A73 A84 A93 A101 A113 A121 A139 A143 A152 A161 A172 A181 A191 A201
138,A12,A22,A34,A43,A55,A65,A74,A84,A93,A103,A112,A121,A135,A141,A152,A163,A173,A181,A192,A201,__label__1,__label__1 A12 A22 A34 A43 A55 A65 A74 A84 A93 A103 A112 A121 A135 A141 A152 A163 A173 A181 A192 A201
139,A13,A21,A32,A43,A53,A61,A73,A82,A92,A101,A112,A123,A137,A143,A151,A161,A172,A181,A192,A201,__label__1,__label__1 A13 A21 A32 A43 A53 A61 A73 A82 A92 A101 A112 A123 A137 A143 A151 A161 A172 A181 A192 A201
140,A13,A20,A32,A40,A50,A64,A72,A82,A94,A101,A112,A121,A132,A143,A152,A161,A171,A181,A191,A202,__label__1,__label__1 A13 A20 A32 A40 A50 A64 A72 A82 A94 A101 A112 A121 A132 A143 A152 A161 A171 A181 A191 A202
141,A12,A26,A32,A43,A58,A61,A72,A84,A92,A101,A111,A124,A133,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A26 A32 A43 A58 A61 A72 A84 A92 A101 A111 A124 A133 A143 A152 A161 A174 A181 A192 A201
142,A11,A25,A32,A43,A56,A61,A73,A83,A93,A101,A112,A123,A132,A143,A152,A161,A174,A181,A191,A201,__label__1,__label__1 A11 A25 A32 A43 A56 A61 A73 A83 A93 A101 A112 A123 A132 A143 A152 A161 A174 A181 A191 A201
143,A11,A23,A32,A42,A55,A61,A73,A82,A93,A101,A112,A123,A130,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A42 A55 A61 A73 A82 A93 A101 A112 A123 A130 A143 A152 A161 A173 A181 A191 A201
144,A14,A24,A34,A42,A54,A61,A72,A84,A92,A101,A114,A122,A130,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A42 A54 A61 A72 A84 A92 A101 A114 A122 A130 A143 A152 A161 A173 A181 A192 A201
145,A12,A27,A31,A49,A56,A62,A74,A84,A93,A101,A112,A123,A133,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A27 A31 A49 A56 A62 A74 A84 A93 A101 A112 A123 A133 A143 A152 A161 A173 A181 A191 A201
146,A11,A20,A34,A40,A50,A61,A75,A81,A92,A101,A114,A124,A136,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A11 A20 A34 A40 A50 A61 A75 A81 A92 A101 A114 A124 A136 A143 A152 A162 A173 A181 A192 A201
147,A14,A21,A34,A40,A50,A62,A74,A84,A92,A101,A113,A123,A138,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A34 A40 A50 A62 A74 A84 A92 A101 A113 A123 A138 A143 A152 A162 A173 A181 A192 A201
148,A11,A26,A34,A42,A58,A61,A73,A83,A93,A103,A112,A122,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A26 A34 A42 A58 A61 A73 A83 A93 A103 A112 A122 A132 A143 A152 A162 A173 A181 A191 A201
149,A14,A23,A34,A43,A53,A64,A75,A84,A93,A101,A114,A123,A138,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A34 A43 A53 A64 A75 A84 A93 A101 A114 A123 A138 A143 A152 A162 A173 A181 A191 A201
150,A14,A20,A32,A43,A52,A62,A75,A82,A93,A101,A114,A124,A137,A141,A153,A161,A173,A182,A192,A201,__label__1,__label__1 A14 A20 A32 A43 A52 A62 A75 A82 A93 A101 A114 A124 A137 A141 A153 A161 A173 A182 A192 A201
151,A14,A21,A32,A43,A54,A61,A73,A81,A93,A101,A114,A122,A136,A143,A152,A161,A173,A181,A192,A202,__label__1,__label__1 A14 A21 A32 A43 A54 A61 A73 A81 A93 A101 A114 A122 A136 A143 A152 A161 A173 A181 A192 A202
152,A13,A26,A32,A43,A58,A61,A73,A84,A93,A101,A111,A123,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A26 A32 A43 A58 A61 A73 A84 A93 A101 A111 A123 A131 A143 A152 A161 A173 A181 A191 A201
153,A12,A24,A34,A41,A59,A64,A75,A82,A92,A101,A114,A124,A133,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A24 A34 A41 A59 A64 A75 A82 A92 A101 A114 A124 A133 A143 A151 A161 A173 A181 A191 A201
154,A12,A24,A33,A49,A58,A62,A74,A84,A93,A101,A114,A123,A135,A143,A151,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A24 A33 A49 A58 A62 A74 A84 A93 A101 A114 A123 A135 A143 A151 A161 A174 A181 A192 A201
155,A11,A21,A32,A42,A52,A61,A73,A82,A92,A101,A114,A123,A130,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A42 A52 A61 A73 A82 A92 A101 A114 A123 A130 A143 A151 A161 A173 A181 A191 A201
156,A11,A20,A34,A45,A52,A62,A75,A83,A93,A103,A114,A121,A138,A143,A152,A162,A173,A182,A191,A202,__label__1,__label__1 A11 A20 A34 A45 A52 A62 A75 A83 A93 A103 A114 A121 A138 A143 A152 A162 A173 A182 A191 A202
157,A11,A21,A31,A48,A50,A61,A75,A84,A94,A101,A111,A123,A137,A141,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A21 A31 A48 A50 A61 A75 A84 A94 A101 A111 A123 A137 A141 A152 A161 A172 A181 A191 A201
158,A12,A24,A32,A40,A56,A62,A74,A82,A93,A101,A113,A123,A136,A141,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A32 A40 A56 A62 A74 A82 A93 A101 A113 A123 A136 A141 A152 A162 A173 A181 A192 A201
159,A14,A20,A34,A43,A53,A65,A73,A81,A93,A101,A112,A121,A135,A143,A152,A162,A172,A182,A191,A201,__label__1,__label__1 A14 A20 A34 A43 A53 A65 A73 A81 A93 A101 A112 A121 A135 A143 A152 A162 A172 A182 A191 A201
160,A14,A24,A34,A43,A56,A62,A75,A83,A93,A101,A114,A121,A135,A143,A152,A161,A173,A182,A192,A201,__label__1,__label__1 A14 A24 A34 A43 A56 A62 A75 A83 A93 A101 A114 A121 A135 A143 A152 A161 A173 A182 A192 A201
161,A14,A23,A34,A40,A51,A61,A72,A84,A92,A101,A111,A122,A133,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A34 A40 A51 A61 A72 A84 A92 A101 A111 A122 A133 A143 A152 A162 A173 A181 A191 A201
162,A14,A22,A32,A44,A51,A63,A74,A84,A93,A101,A113,A122,A135,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A22 A32 A44 A51 A63 A74 A84 A93 A101 A113 A122 A135 A143 A152 A162 A173 A181 A192 A201
163,A12,A21,A32,A40,A59,A61,A71,A82,A93,A101,A114,A124,A139,A141,A153,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A21 A32 A40 A59 A61 A71 A82 A93 A101 A114 A124 A139 A141 A153 A161 A174 A181 A192 A201
164,A14,A26,A32,A40,A50,A63,A75,A84,A93,A101,A114,A122,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A26 A32 A40 A50 A63 A75 A84 A93 A101 A114 A122 A135 A143 A152 A161 A173 A181 A191 A201
165,A14,A20,A32,A42,A56,A63,A73,A81,A93,A101,A112,A123,A134,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A20 A32 A42 A56 A63 A73 A81 A93 A101 A112 A123 A134 A143 A152 A161 A173 A181 A192 A201
166,A11,A23,A32,A42,A51,A61,A71,A84,A92,A101,A112,A123,A134,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A42 A51 A61 A71 A84 A92 A101 A112 A123 A134 A143 A152 A161 A173 A181 A191 A201
167,A12,A21,A32,A42,A53,A64,A72,A84,A92,A101,A111,A121,A130,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A42 A53 A64 A72 A84 A92 A101 A111 A121 A130 A143 A152 A161 A173 A181 A191 A201
168,A14,A24,A32,A42,A57,A61,A74,A82,A92,A101,A114,A122,A131,A143,A151,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A42 A57 A61 A74 A82 A92 A101 A114 A122 A131 A143 A151 A161 A173 A181 A192 A201
169,A12,A24,A34,A49,A54,A61,A75,A84,A91,A101,A114,A121,A134,A143,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A12 A24 A34 A49 A54 A61 A75 A84 A91 A101 A114 A121 A134 A143 A152 A162 A173 A181 A192 A201
170,A11,A22,A30,A40,A51,A61,A75,A84,A93,A101,A113,A123,A134,A143,A151,A162,A173,A182,A191,A201,__label__2,__label__2 A11 A22 A30 A40 A51 A61 A75 A84 A93 A101 A113 A123 A134 A143 A151 A162 A173 A182 A191 A201
171,A14,A21,A32,A42,A50,A61,A73,A84,A92,A101,A111,A121,A131,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A42 A50 A61 A73 A84 A92 A101 A111 A121 A131 A143 A152 A161 A173 A181 A192 A201
172,A12,A24,A33,A42,A54,A61,A71,A83,A92,A101,A112,A122,A135,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A12 A24 A33 A42 A54 A61 A71 A83 A92 A101 A112 A122 A135 A143 A152 A161 A174 A181 A192 A201
173,A12,A20,A32,A43,A52,A61,A73,A84,A93,A103,A112,A121,A134,A143,A152,A161,A173,A181,A191,A202,__label__1,__label__1 A12 A20 A32 A43 A52 A61 A73 A84 A93 A103 A112 A121 A134 A143 A152 A161 A173 A181 A191 A202
174,A11,A24,A33,A46,A56,A61,A72,A82,A93,A101,A111,A122,A131,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A33 A46 A56 A61 A72 A82 A93 A101 A111 A122 A131 A143 A152 A162 A173 A181 A191 A201
175,A14,A25,A31,A41,A59,A65,A71,A84,A92,A101,A111,A121,A139,A141,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A14 A25 A31 A41 A59 A65 A71 A84 A92 A101 A111 A121 A139 A141 A152 A161 A174 A181 A192 A201
176,A11,A21,A32,A42,A55,A61,A73,A82,A91,A101,A111,A123,A137,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A42 A55 A61 A73 A82 A91 A101 A111 A123 A137 A143 A152 A161 A173 A181 A191 A201
177,A11,A20,A34,A43,A50,A63,A75,A84,A93,A101,A114,A123,A138,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A20 A34 A43 A50 A63 A75 A84 A93 A101 A114 A123 A138 A143 A152 A162 A173 A181 A191 A201
178,A14,A21,A32,A43,A54,A61,A74,A84,A93,A101,A112,A123,A134,A143,A151,A162,A174,A182,A192,A201,__label__1,__label__1 A14 A21 A32 A43 A54 A61 A74 A84 A93 A101 A112 A123 A134 A143 A151 A162 A174 A182 A192 A201
179,A11,A24,A34,A40,A50,A61,A75,A84,A93,A101,A114,A121,A139,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A24 A34 A40 A50 A61 A75 A84 A93 A101 A114 A121 A139 A143 A152 A162 A173 A181 A191 A201
180,A14,A26,A33,A49,A59,A61,A72,A81,A91,A101,A111,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A14 A26 A33 A49 A59 A61 A72 A81 A91 A101 A111 A123 A132 A143 A152 A162 A173 A181 A191 A201
181,A12,A26,A33,A49,A57,A61,A73,A82,A91,A101,A112,A121,A133,A142,A152,A162,A174,A181,A192,A201,__label__2,__label__2 A12 A26 A33 A49 A57 A61 A73 A82 A91 A101 A112 A121 A133 A142 A152 A162 A174 A181 A192 A201
182,A11,A24,A31,A40,A53,A65,A73,A84,A93,A101,A112,A122,A137,A143,A152,A162,A172,A182,A191,A201,__label__2,__label__2 A11 A24 A31 A40 A53 A65 A73 A84 A93 A101 A112 A122 A137 A143 A152 A162 A172 A182 A191 A201
183,A14,A24,A34,A42,A57,A64,A73,A84,A93,A101,A114,A121,A138,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A42 A57 A64 A73 A84 A93 A101 A114 A121 A138 A143 A152 A161 A173 A181 A192 A201
184,A12,A23,A34,A40,A50,A61,A75,A84,A93,A101,A114,A123,A135,A141,A152,A161,A173,A182,A192,A201,__label__2,__label__2 A12 A23 A34 A40 A50 A61 A75 A84 A93 A101 A114 A123 A135 A141 A152 A161 A173 A182 A192 A201
185,A14,A22,A34,A43,A52,A61,A73,A84,A93,A101,A112,A122,A134,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A34 A43 A52 A61 A73 A84 A93 A101 A112 A122 A134 A143 A152 A162 A173 A181 A191 A201
186,A12,A20,A31,A41,A58,A61,A75,A82,A92,A101,A114,A124,A139,A141,A153,A161,A174,A182,A192,A201,__label__2,__label__2 A12 A20 A31 A41 A58 A61 A75 A82 A92 A101 A114 A124 A139 A141 A153 A161 A174 A182 A192 A201
187,A12,A23,A34,A40,A51,A61,A71,A82,A93,A101,A113,A123,A139,A143,A153,A163,A171,A181,A192,A201,__label__1,__label__1 A12 A23 A34 A40 A51 A61 A71 A82 A93 A101 A113 A123 A139 A143 A153 A163 A171 A181 A192 A201
188,A11,A21,A32,A43,A50,A62,A74,A84,A94,A101,A111,A122,A130,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A43 A50 A62 A74 A84 A94 A101 A111 A122 A130 A143 A152 A161 A173 A181 A191 A201
189,A12,A23,A30,A42,A56,A61,A73,A81,A92,A101,A114,A123,A134,A141,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A12 A23 A30 A42 A56 A61 A73 A81 A92 A101 A114 A123 A134 A141 A152 A162 A173 A181 A192 A201
190,A14,A24,A32,A49,A57,A64,A73,A82,A93,A101,A113,A122,A139,A143,A152,A163,A174,A181,A192,A201,__label__2,__label__2 A14 A24 A32 A49 A57 A64 A73 A82 A93 A101 A113 A122 A139 A143 A152 A163 A174 A181 A192 A201
191,A12,A27,A30,A49,A57,A62,A74,A84,A93,A101,A114,A124,A135,A143,A153,A161,A172,A182,A191,A201,__label__2,__label__2 A12 A27 A30 A49 A57 A62 A74 A84 A93 A101 A114 A124 A135 A143 A153 A161 A172 A182 A191 A201
192,A12,A25,A32,A49,A57,A61,A73,A84,A93,A101,A112,A123,A135,A143,A152,A161,A173,A182,A192,A201,__label__2,__label__2 A12 A25 A32 A49 A57 A61 A73 A84 A93 A101 A112 A123 A135 A143 A152 A161 A173 A182 A192 A201
193,A14,A20,A32,A43,A54,A61,A74,A82,A94,A101,A112,A121,A133,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A43 A54 A61 A74 A82 A94 A101 A112 A121 A133 A143 A151 A161 A173 A181 A191 A201
194,A12,A27,A32,A43,A56,A62,A73,A84,A93,A103,A114,A122,A130,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A27 A32 A43 A56 A62 A73 A84 A93 A103 A114 A122 A130 A143 A151 A161 A173 A181 A191 A201
195,A12,A20,A34,A46,A53,A61,A75,A82,A92,A101,A113,A123,A135,A143,A152,A162,A174,A181,A192,A201,__label__2,__label__2 A12 A20 A34 A46 A53 A61 A75 A82 A92 A101 A113 A123 A135 A143 A152 A162 A174 A181 A192 A201
196,A14,A20,A34,A43,A52,A61,A73,A81,A92,A101,A111,A123,A132,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A20 A34 A43 A52 A61 A73 A81 A92 A101 A111 A123 A132 A143 A152 A162 A173 A181 A192 A201
197,A12,A21,A32,A42,A51,A62,A72,A84,A92,A101,A114,A123,A132,A141,A151,A164,A173,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A42 A51 A62 A72 A84 A92 A101 A114 A123 A132 A141 A151 A164 A173 A181 A191 A201
198,A12,A24,A32,A41,A55,A65,A75,A84,A93,A101,A114,A124,A135,A141,A153,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A32 A41 A55 A65 A75 A84 A93 A101 A114 A124 A135 A141 A153 A161 A173 A181 A192 A201
199,A12,A23,A33,A42,A57,A61,A75,A84,A91,A101,A113,A124,A137,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A12 A23 A33 A42 A57 A61 A75 A84 A91 A101 A113 A124 A137 A143 A152 A161 A174 A181 A192 A201
200,A14,A20,A34,A46,A51,A63,A75,A84,A93,A101,A112,A123,A138,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A20 A34 A46 A51 A63 A75 A84 A93 A101 A112 A123 A138 A143 A152 A162 A173 A181 A192 A201
201,A11,A21,A32,A40,A51,A61,A73,A84,A94,A101,A113,A121,A132,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A40 A51 A61 A73 A84 A94 A101 A113 A121 A132 A143 A152 A161 A172 A181 A191 A201
202,A14,A25,A33,A49,A58,A61,A74,A83,A93,A101,A114,A123,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A25 A33 A49 A58 A61 A74 A83 A93 A101 A114 A123 A131 A143 A152 A162 A173 A181 A191 A201
203,A11,A21,A32,A48,A50,A61,A74,A84,A94,A101,A114,A122,A130,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A48 A50 A61 A74 A84 A94 A101 A114 A122 A130 A143 A151 A161 A173 A181 A191 A201
204,A14,A21,A34,A40,A53,A61,A75,A84,A93,A101,A111,A121,A136,A143,A152,A162,A172,A182,A191,A201,__label__1,__label__1 A14 A21 A34 A40 A53 A61 A75 A84 A93 A101 A111 A121 A136 A143 A152 A162 A172 A182 A191 A201
205,A11,A25,A34,A41,A59,A61,A75,A83,A93,A101,A114,A124,A136,A143,A153,A163,A174,A182,A192,A201,__label__1,__label__1 A11 A25 A34 A41 A59 A61 A75 A83 A93 A101 A114 A124 A136 A143 A153 A163 A174 A182 A192 A201
206,A14,A21,A34,A42,A54,A61,A75,A84,A93,A101,A114,A121,A137,A143,A152,A163,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A34 A42 A54 A61 A75 A84 A93 A101 A114 A121 A137 A143 A152 A163 A173 A181 A192 A201
207,A12,A21,A34,A44,A52,A61,A74,A84,A93,A101,A113,A122,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A34 A44 A52 A61 A74 A84 A93 A101 A113 A122 A131 A143 A152 A161 A173 A181 A191 A201
208,A11,A24,A32,A49,A58,A61,A73,A82,A94,A101,A112,A123,A130,A142,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A24 A32 A49 A58 A61 A73 A82 A94 A101 A112 A123 A130 A142 A152 A161 A172 A181 A191 A201
